,Unnamed: 0,data,label
68891,68891,i want a different life i want to trust and feel safe with the person who should be my greatest comfort i love you i am scared about what a divorce might do to my life i don t know what to do i want you to know how sorry i am,1
12742,12742,i feel like my husband got a defective wife,0
1666,1666,i hate myself for it so i can only imagine how other people feel i owe a sincere apology to all who i havent been treating well lately,1
66369,66369,i feel a passion with hair and makeup i want to make everyone who i work with to feel beauty gorgeous and passion,1
14622,14622,i feel betrayed i feel so foolish in beleivng you would love me forever,0
63482,63482,i feel disgusted at the reports of domestic violence rapes and exploitation of women and lack of equal respect and opportunities,3
23292,23292,i hadnt really expected to look back at that yesterday with feelings of content,1
37148,37148,i feel grouchy angry sleepy restless and fat but not psychotic,3
47906,47906,i feel pretty lucky to be as healthy as i am to feel as good as i do and to have no major health concerns,1
42059,42059,i certainly feel sad for the wonderful and talented people with great contributions within lea who are now misrepresented by a corrupt minority,0
64119,64119,i feel like we are doing all kinds of cute family things in the evenings and weekends with our little baby,1
51000,51000,i am just feeling relieved to have so many projects completed,1
38296,38296,i feel restless there is a chance that the next week i ll say i m feeling hopeful or accomplished,4
5422,5422,i am really feeling shitty this week,0
35957,35957,i am a very free bird when it comes to doing things i feel passionate about,2
40391,40391,i feel like i dont deserve such a friend but without this angel my life will really be super bland haha,1
36851,36851,i feel calm when it s the stillness of winter,1
67845,67845,i feel confident and started my enumeration phase,1
19344,19344,i feel he is dangerous and manipulative,3
68369,68369,i told him that my medication was making me feel weird,5
3742,3742,i cannot contain my melancholic anger any longer yes you can actually feel melancholy and anger simultaneously and so i need to rant,0
311,311,i feel assured that this was one step in a series of steps that will require waiting and digging deep,1
51803,51803,i really dont know how i am interpreting this but i do feel rather insulted about it right now,3
56453,56453,i feel like its a really dangerous line that i walk,3
50606,50606,i am weeks along and feeling fabulous,1
56957,56957,im feeling so remorseful right now,0
26473,26473,i have a feeling m is pissed off at me,3
15216,15216,i feel are useful for aiding the idea that this is a memory,1
21660,21660,i need to wait until i feel calm before i get going on this,1
57816,57816,i didnt want to be obsessive or miserable or feel deprived and so i decided to just accept that i would likely gain weight while we were away and i would deal with it after we returned home,0
67788,67788,i now have a new avenue to pursue the next time i find myself feeling frustrated impatient or disconnected,3
59129,59129,i am feeling extremely sorry for myself and i need to just get it all out and move on,0
17912,17912,i feel like if this were intelligent design it would happen more,1
2031,2031,i was feeling petrified from what i hearing from under our feet,4
68180,68180,i do when staring at a stripy canvas in an art museum confusion and a general feeling that im doomed to wander through life a positive barbarian unable to enjoy anything but the most obvious beauty that walks up and smacks me upside the helmeted head,0
55382,55382,im wondering whether to be glad about the way ive been feeling lately or a bit frightened by it,4
27097,27097,i think of you i cant help but also remember that ill never see your bright face again never hear your voice again or feel your delicate skin,2
7493,7493,i feel irritable tired emotionally raw and frustrated,3
